projection,dimensionality
0.09617583369621288,2
0.3544168244130623,2
0.06569767136568094,2
0.6359781064814055,2
0.28780955226744914,2
0.7352888691076561,2
0.9048351735222,2
0.16200526608064383,2
0.23581138337245675,2
0.5741674769882925,2
0.43831632937105275,2
0.47579593077808063,2
0.2784262099772236,2
0.21152608041431153,2
0.2596807670111458,2
0.5987104337962246,2
0.7576804430410297,2
0.4486777107305363,2
0.289719539955739,2
0.6286358458573209,2
0.3680868595942104,2
0.72043466653346,2
0.15383258022846336,2
0.8611627974535586,2
0.08437342132635282,2
0.10697314695724144,2
0.18548133667740038,2
0.3921919440764142,2
0.39425377487361823,2
0.7943225115211748,2
0.6724924469751591,2
0.19866620861753403,2
0.27069355172774434,2
0.6448461326671561,2
0.49363765409664134,2
0.607601227161779,2
0.3549882437080241,2
0.5054400790539562,2
0.2890552647058894,2
0.4570909474456809,2
0.7355182253653304,2
0.7060938962915712,2
0.1515885999812733,2
0.8452936849560547,2
0.931190861252414,2
0.9291877108334387,2
0.6785414661009248,2
0.006903452998457507,2
0.4095938938727918,2
0.07292487582080603,2
0.4259096100643197,2
0.30369230299301264,2
0.2845805565517117,2
0.5350097093794911,2
0.7627009287297609,2
0.8484913232049598,2
0.6783646864767661,2
0.581962362833432,2
0.2809368370543452,2
0.000918353127737066,2
0.308454107595765,2
0.10919671899377467,2
0.2178200917024506,2
0.32836850276724416,2
0.23680692587737048,2
0.16322452610136234,2
0.7003326713328676,2
0.0746135717269402,2
0.6461109695010969,2
0.9624578635773159,2
0.5479640252566877,2
0.5062083412720065,2
0.5098101030830899,2
0.04111977011212722,2
0.04662274410845637,2
0.08390992403272247,2
0.5436636962556265,2
0.4108637291146734,2
0.2880308787389791,2
0.8850821714849327,2
0.18572862370870233,2
0.6694125734476187,2
0.09225989074630114,2
0.5726031792397183,2
0.24937864326285777,2
0.009580272641520646,2
0.26309597841865695,2
0.8769237106531003,2
0.7988898019825307,2
0.09970600646665355,2
0.4127955567915334,2
0.13939923061874945,2
0.6751779087845604,2
0.6570812552780382,2
0.06567638877238016,2
0.8731357085809518,2
0.924085750258589,2
0.2657777954940883,2
0.11441598484125623,2
0.6863103720278421,2
0.2838066649282912,2
0.33725421124779115,2
0.08191162828679364,2
0.7082860360083638,2
0.2513524920970411,2
0.21454383063249632,2
0.4432944251671219,2
0.6532427815927249,2
0.5055023720617347,2
0.5582616365610019,2
0.16570424806786382,2
0.2889225010619652,2
0.028411982649841985,2
0.5121769374322646,2
0.08408590158124206,2
0.13725929774009205,2
0.5011573338657553,2
0.02628939453737853,2
0.7471319644496617,2
0.35324893019224746,2
0.6349227927042903,2
0.6547449330299092,2
0.34732645633380116,2
0.9558654504837797,2
0.11712855423322743,2
0.28561228117413884,2
0.20281750949468685,2
0.10791101123934449,2
0.5429081059147286,2
0.001342651821219435,2
0.6542906378857491,2
0.4875377308721342,2
0.22481664508607785,2
0.33563429966176705,2
0.1045473312917996,2
0.4790568080090077,2
0.816414414852028,2
0.7894307299254885,2
0.2232054158823754,2
0.831066120246001,2
0.21127360346148094,2
0.08700684215935552,2
0.008648588563048459,2
0.11045847521958542,2
0.7436290770969051,2
0.3161593936657206,2
0.5093272024030684,2
0.4524394369121287,2
0.30303982567125815,2
0.27102299688153686,2
0.333103468112936,2
0.7970070212371272,2
0.49731789014758254,2
0.33950949333712505,2
0.6801586079223506,2
0.7479262995260066,2
0.46986776452370665,2
0.9628487499993411,2
0.6402742788480116,2
0.4061242859712708,2
0.7555873033879582,2
0.7224092499043622,2
0.29982585928987654,2
0.44252004703624725,2
0.6449923678887608,2
0.6932805833688439,2
0.055433958796288076,2
0.27214108050754976,2
0.2711593772944604,2
0.05624035862298507,2
0.2797908933035629,2
0.3886993536319287,2
0.6641613848141205,2
0.5419190947329835,2
0.5385442482156408,2
0.7380500485141394,2
0.4587597061469764,2
0.4356899373459017,2
0.31990973520384725,2
0.009815735312771183,2
0.5286828403508937,2
0.961520900547612,2
0.6944135137558101,2
0.15363457923524948,2
0.4398535660188301,2
0.07768818437463551,2
0.3994839414922705,2
0.27171726762613324,2
0.0724068090563978,2
0.21652373603089733,2
0.30939695529019856,2
0.8946279162383771,2
0.03465650945095127,2
0.16602721554807492,2
0.4000504044775948,2
0.595556721573874,2
0.817091457118421,2
0.5133241295491722,2
0.6497006832226337,2
0.4384272727484137,2
0.5255349700913728,2
0.4470448714565538,2
0.07142146356607879,2
0.062216820510855454,2
0.5274752030471611,2
0.0050482284655461625,2
0.41334420714245607,2
0.47525901971678614,2
0.7953463981560015,2
0.19213600004419618,2
0.8490894990387838,2
0.19208060650706543,2
0.29894128682567594,2
0.20624029066528438,2
0.35615548511564227,2
0.8786297962950236,2
0.6129532426464358,2
0.4130084623900522,2
0.02243529782210924,2
0.02356084097248335,2
0.6912793770690103,2
0.8392887540093378,2
0.058221984052886026,2
0.36422039840237475,2
0.10872137056551331,2
0.5435110793932312,2
0.5563676030922956,2
0.6334114822335014,2
0.3090128150423304,2
0.36395411029000857,2
0.17751114184289182,2
0.7951517736235081,2
0.3233601338452586,2
0.08580798451292182,2
0.34267575590489596,2
0.46293448724765685,2
0.6065224432705767,2
0.3549522972844297,2
0.16124868770613177,2
0.13373275352177585,2
0.037210428948857274,2
0.041848268570676694,2
0.48512815146107297,2
0.22410542975698441,2
0.04114080123036894,2
0.03552555690158023,2
0.19548884158292443,2
0.5181291777406578,2
0.3947075370007401,2
0.15601678834048868,2
0.7467901739836471,2
0.8236458534318757,2
0.9075727646106527,2
0.5136408354763176,2
0.3717108273117875,2
0.32115306664523774,2
0.5004358708598994,2
0.30037007543745886,2
0.18046604203686153,2
0.8348048642920471,2
0.44171471360812165,2
0.23302847777673621,2
0.02260276484848706,2
0.17472135657551421,2
0.2902150928375986,2
0.8861868763953591,2
0.937162987475255,2
0.3278798935123402,2
0.3302774338853181,2
0.05203868985764403,2
0.05751413706590547,2
0.6129635854279899,2
0.5036263688076484,2
0.12625234254375495,2
0.3015934705217168,2
0.5078614792442796,2
0.47296213499205153,2
0.6680167251495811,2
0.4094514795104461,2
0.5276987263470664,2
0.7736571491466877,2
0.06754631020950967,2
0.5646355898314654,2
0.9375003922102855,2
0.17288519388041862,2
0.8907813407157343,2
0.4047574490051729,2
0.7169057303812563,2
0.30853163848697285,2
0.9460211380851961,2
0.022440831037304643,2
0.597761424583921,2
0.16599146203064113,2
0.011298612193100197,2
0.03885301770586376,2
0.5147241155400292,2
0.046578133765564175,2
0.7354543406009478,2
0.15885965989570325,2
0.1495924728021439,2
0.2112779134220139,2
0.27476853870349555,2
0.7153688969410426,2
0.7072716584545807,2
0.2811887265572938,2
0.31852127343845005,2
0.0795575212115712,2
0.1361485978071217,2
0.700645739230823,2
0.4257826599508846,2
0.4678916975628604,2
0.6276891528408164,2
0.7976392326481255,2
0.9220954385203876,2
0.19121659214234513,2
0.21364083861863106,2
0.7604126024750891,2
0.7375163128456121,2
0.24844820905925064,2
0.969451442428832,2
0.8356765117416765,2
0.8015622336551572,2
0.5147741042131053,2
0.0022825575385975283,2
0.018601971480789056,2
0.04541839308135197,2
0.6481786958999419,2
0.01899501576869191,2
0.37382877849407437,2
0.8847062246952343,2
0.026149807108810545,2
0.21272512567843244,2
0.5449117308670066,2
0.1862918127249371,2
0.12796159284763853,2
0.040809128837773635,2
0.4769293844717143,2
0.30004566961749896,2
0.18340550104135325,2
0.8100644143281523,2
0.6333221332292471,2
0.2108693177687521,2
0.07680234069492096,2
0.26581222158514517,2
0.6829498837397474,2
0.030638421932199157,2
0.07919904014740864,2
0.37928312298178113,2
0.06378903951096873,2
0.9416016273635989,2
0.6552542257015752,2
0.033110645523598006,2
0.009645693617093606,2
0.7972886871185284,2
0.2723880924770848,2
0.21866559228142224,2
0.6386510328970687,2
0.09091526361650208,2
0.025152178566032968,2
0.43178646251296565,2
0.7715666489372471,2
0.4305923204249426,2
0.16500038380457005,2
0.5866014377206352,2
0.09862583211400065,2
0.31014358225810124,2
0.3095924423460469,2
0.5856515379103848,2
0.1556380845119029,2
0.7311887790443575,2
0.07261233116046491,2
0.3432366928531547,2
0.08288304270891485,2
0.2768061097371241,2
0.46831176796222473,2
0.39015040814726915,2
0.9019570389950421,2
0.22576446436441278,2
0.3287079130112024,2
0.18801727878366176,2
0.354500694403793,2
0.5616690516231507,2
0.03953517068990815,2
0.9099673338797577,2
0.9263165693518046,2
0.5512584365541745,2
0.8016784837416682,2
0.7296700285735708,2
0.7050783519040418,2
0.7147660325499786,2
0.7343001008130551,2
0.4144059925307415,2
0.15498033256905724,2
0.8354492647490565,2
0.47450947388673037,2
0.26601601334237,2
0.5546170453283428,2
0.07120353877609702,2
0.7740758035410257,2
0.5398648014034684,2
0.15881601567074322,2
0.4461035290804943,2
0.36334144041749156,2
0.2504735867913164,2
0.728384865364274,2
0.45221985053359337,2
0.22740850414777858,2
0.5253962212945914,2
0.6480405769193524,2
0.6400078122152277,2
0.7475761651227535,2
0.0030508561621666007,2
0.11259225736201216,2
0.7482917855266225,2
0.8404938962047079,2
0.892655061787273,2
0.1427070720053611,2
0.5052420348935743,2
0.07206638778192027,2
0.3186681294786589,2
0.31381092061591015,2
0.06303034013520153,2
0.8675112643218724,2
0.4961135544892556,2
0.2296682814800358,2
0.6852323592470795,2
0.31451651983178275,2
0.20768568303461535,2
0.20580319326497656,2
0.49612747518836814,2
0.7837876610859578,2
0.5090104469131748,2
0.19230811749152163,2
0.6825778818322398,2
0.8771171931162012,2
0.604678004002077,2
0.8285240580882011,2
0.5570037019498838,2
0.013821306429838132,2
0.15443100282801203,2
0.46103113367130505,2
0.5655905790534497,2
0.5626410365238029,2
0.4743689810123491,2
0.038629062336655015,2
0.9025747436538635,2
0.17980391759757303,2
0.08255784212849125,2
0.05618679073060836,2
0.06419869017401936,2
0.39362036777973003,2
0.33019642786731584,2
0.2108765160877119,2
0.6916499816107848,2
0.5305526950949744,2
0.018790556003379543,2
0.2229039159203561,2
0.6605541245689953,2
0.759263974391056,2
0.8035287008690783,2
0.014677319329981045,2
0.03425875636474113,2
0.46856474522799324,2
0.5356790953825391,2
0.6388833776168487,2
0.16992701248913472,2
0.04241339221933368,2
0.3898903190680655,2
0.6969643114685486,2
0.9370194955925155,2
0.5645998426782722,2
0.6154312236833478,2
0.4823603137970386,2
0.45655105437335847,2
0.49433780423592955,2
0.13263137201430594,2
0.43761353568849704,2
0.3041345768122117,2
0.6115870553612738,2
0.08651954815486367,2
0.18911896000207395,2
0.7809512479581365,2
0.5480809550408863,2
0.06253652114507159,2
0.8571721398199095,2
0.232589194788856,2
0.5769299212372475,2
0.11909112289423188,2
0.38515449053500356,2
0.1232640985849857,2
0.5477187518966978,2
0.18927209035257553,2
0.8061629891954305,2
0.44136916305538404,2
0.4523906403477776,2
0.8139431182496528,2
0.022650786149440515,2
0.9177157646007538,2
0.16910309344083557,2
0.4482097431039284,2
0.1240437255669251,2
0.47081999298895594,2
0.29030450352015463,2
0.02176264218904428,2
0.49809818193976624,2
0.21181862035001772,2
0.2557815607480983,2
0.7998795934815424,2
0.34867912303011334,2
0.1746967228929719,2
0.8060518032465247,2
0.662473489356118,2
0.19151491842102403,2
0.7590979048346925,2
0.36221066794751955,2
0.7293878080395917,2
0.1732367537380093,2
0.07995749925467842,2
0.42096084173552323,2
0.32467942573684716,2
0.8066793943191622,2
0.9129900396877046,2
0.28459679737589305,2
0.18477197961332162,2
0.5391025019006793,2
0.4879830043025803,2
0.19890421922872623,2
0.3071625289436464,2
0.6912342338116402,2
0.1721978771432489,2
0.7971283400073288,2
0.31950553874450155,2
0.6715067770927796,2
0.1732801474828551,2
0.6094054864797129,2
0.9070805754732928,2
0.5499181555071695,2
0.46075775343829056,2
0.4651998091945242,2
0.5379496932846655,2
0.7002985510086259,2
0.39578111837388547,2
0.1217159002706303,2
0.4182148226232008,2
0.0429175607809802,2
0.44496313850765334,2
0.21027813334101808,2
0.008588819776277196,2
0.10143444844006105,2
0.5950575951794774,2
0.3337499548189278,2
0.8870539771521282,2
0.23423604195152367,2
0.016044359113284584,2
0.2203955676760904,2
0.6689582109879791,2
0.7565865930916876,2
0.3612709167856885,2
0.6419857568797471,2
0.29951129716682995,2
0.6081771982589732,2
0.5819152236512265,2
0.2610074952673931,2
0.9318302252223568,2
0.05346688513822481,2
0.07899346250218463,2
0.29189905284495604,2
0.07512411393394851,2
0.48382129318125766,2
0.2588299969697689,2
0.5373186075100532,2
0.7699402674496822,2
0.7703716546529864,2
0.2843910828565638,2
0.4913896722687373,2
0.9478187193340425,2
0.06962122496230712,2
0.6137333560293884,2
0.1148644302272936,2
0.19275643990304236,2
0.14160115412975002,2
0.7541575905615314,2
0.9760294085200367,2
0.2798861374997604,2
0.4419188521229891,2
0.5026646409538329,2
0.5415103385822839,2
0.02230895330174094,2
0.0007057699982241767,2
0.4179992859354109,2
0.35308863816936775,2
0.32861762721239685,2
0.5978421840230859,2
0.19353566016771515,2
0.825999935984373,2
0.33674713287267566,2
0.4360842767904145,2
0.24975707139505676,2
0.4961900620496942,2
0.26412257072839607,2
0.08845997085345496,2
0.4053232496423639,2
0.03573061062198363,2
0.47694941274900643,2
0.24289629253246928,2
0.3247217946303365,2
0.1631770727953537,2
0.6943857952851498,2
0.6109147363511687,2
0.0739954546706709,2
0.8201915748448947,2
0.873377995547483,2
0.6661514236820256,2
0.5381074974494424,2
0.4034814694403607,2
0.29281715157627947,2
0.0005900214046918987,2
0.10059089617965224,2
0.4067984159177785,2
0.471390655914042,2
0.1854688486858784,2
0.6883610854620483,2
0.20792090280139844,2
0.5182885593562173,2
0.2866973780423307,2
0.2680723881477838,2
0.1540057671995999,2
0.19881389293509055,2
0.22118772995464148,2
0.6223208155684916,2
0.4423046314224823,2
0.5614602487164414,2
0.26130188323189674,2
0.41168826992070856,2
0.625836816932524,2
0.7210360459897811,2
0.6077862734153148,2
0.49550207372189137,2
0.019254810991266632,2
0.7512866167665604,2
0.2803396358204377,2
0.12143395306148104,2
0.536908903545164,2
0.6018685866426676,2
0.058861163598694706,2
0.12052829741290738,2
0.5776863670501267,2
0.6810928890447715,2
0.007446327702367533,2
0.575925507047077,2
0.08047240180225447,2
0.24193521359704098,2
0.675471403145189,2
0.7080337774626994,2
0.6700538833649109,2
0.5420868943025446,2
0.04983173312890944,2
0.24003173262640054,2
0.5075128975032022,2
0.597085516436324,2
0.07932937385237127,2
0.0769201341137893,2
0.5852379090716885,2
0.35086099990860786,2
0.9835473329101465,2
0.5917603219945403,2
0.32151378715437007,2
0.5439627809749006,2
0.6025455485789002,2
0.6339641845435058,2
0.4235300042026696,2
0.7097915123351062,2
0.6566179342961517,2
0.08200341465599008,2
0.6401185836794201,2
0.4298973651017868,2
0.5829593641513567,2
0.5009126680362344,2
0.28233454562505433,2
0.15375747226357817,2
0.4158871042522939,2
0.3935509665241451,2
0.7641023050090939,2
0.5704942410410975,2
0.8766394489203303,2
0.0449384417852236,2
0.14368283381047783,2
0.4795853718843167,2
0.23706801606219888,2
0.4223568858903718,2
0.23780224127299848,2
0.6680002589724444,2
0.21803170895559448,2
0.778706374797475,2
0.3367713334300217,2
0.28487517728707284,2
0.23705189806238747,2
0.6471612566971062,2
0.5114676519503495,2
0.22495638093496373,2
0.08092602298392985,2
0.308204220983572,2
0.2163417651455557,2
0.861801327556619,2
0.19224464580588263,2
0.7332070351621224,2
0.34861563194269896,2
0.45184635763033953,2
0.017603007828675563,2
0.6248173559412086,2
0.3021588937774149,2
0.4486304086581909,2
0.21293274600179457,2
0.60226132013498,2
0.10948807475960928,2
0.4540490732285735,2
0.6462448160463213,2
0.11554905025280601,2
0.5746853197917049,2
0.5421802608955334,2
0.5050860207309911,2
0.5244946110408196,2
0.6687341407950917,2
0.3724073056308932,2
0.8792735594822363,2
0.0013938689122414813,2
0.14887787462822727,2
0.4778698501197262,2
0.40505707957581455,2
0.4918423296395291,2
0.7310961840867066,2
0.01927759732813555,2
0.1177602821203383,2
0.6197303474714617,2
0.280710740542226,2
0.8033780935582631,2
0.03721824060206915,2
0.8773928815232438,2
0.41931828482474043,2
0.4553917703630485,2
0.5547202878344093,2
0.1799730996556362,2
0.28275943573427254,2
0.6955839743583425,2
0.6760995037629597,2
0.5189643964540733,2
0.44243572007897136,2
0.34151254037032863,2
0.1890507277510679,2
0.06555967245094536,2
0.22755186052128587,2
0.7000088985463258,2
0.5869593792672462,2
0.7375353143697032,2
0.33328122265774396,2
0.564158022305693,2
0.425039436351614,2
0.0898247360031278,2
0.1741847075757661,2
0.616353138782036,2
0.09445923545134571,2
0.6359319848715078,2
0.0028659306707677183,2
0.4338113471413347,2
0.5385765065059095,2
0.41832280819852885,2
0.0743117921862591,2
0.31289666088952667,2
0.5979633747155855,2
0.015156360376575277,2
0.761722243679105,2
0.16805164341508688,2
0.28255341011206964,2
0.19371640980769472,2
0.590039028223194,2
0.6080883305113391,2
0.6808514953086393,2
0.23328336566479085,2
0.38458344571648456,2
0.00033540821142080934,2
0.007259910350901645,2
0.18819241652959137,2
0.5766889236047947,2
0.9126060240675424,2
0.0618300403871187,2
0.3174541859215388,2
0.8655786306134231,2
0.1301093288746634,2
0.014736436734139999,2
0.2718491071673639,2
0.7151405919124709,2
0.7655761326077237,2
0.33251757413942035,2
0.40465276707663783,2
0.7850801021855627,2
0.5902321434059761,2
0.11407784724550149,2
0.13354732546541176,2
0.25065119828943094,2
0.22470796178084687,2
0.7560485315623987,2
0.5191837951032239,2
0.14852968302053648,2
0.36457273120604977,2
0.03290173820042803,2
0.72395309631547,2
0.12435018273699507,2
0.3493819969006731,2
0.36720967297413265,2
0.45241647425354614,2
0.5694402464830737,2
0.6191950516488777,2
0.08778920888392575,2
0.14651403699212812,2
0.17812858498114575,2
0.2232453220861744,2
0.29366841860559706,2
0.41045914575559705,2
0.9128127059241902,2
0.7970864091675552,2
0.42068273986031257,2
0.2732988473130254,2
0.6598457356442372,2
0.34892180730892974,2
0.06744161892991875,2
0.2643759998137597,2
0.802805732412451,2
0.10995220110806633,2
0.8363662953627927,2
0.22235336707081527,2
0.5897084154659802,2
0.04964578425338903,2
0.6734608317522047,2
0.7393289045135464,2
0.25765477143006255,2
0.38123931998038085,2
0.17171948453123106,2
0.7448234274979255,2
0.25300484308455284,2
0.04086058908310466,2
0.5887274481498798,2
0.10501053178842544,2
0.7693278907093581,2
0.5972302888767702,2
0.8256125967758228,2
0.9173317127638891,2
0.3716153418385788,2
0.2519920142563894,2
0.30438313394767175,2
0.957473703067472,2
0.10046441065049375,2
0.43549736526725275,2
0.580116479135123,2
0.7515504579161664,2
0.6133240283303825,2
0.10743100711440132,2
0.7031102756692434,2
0.6021537208622139,2
0.4595765753325126,2
0.06515949645276504,2
0.0440754706419933,2
0.4861974730848354,2
0.08140315777918601,2
0.2832250894131426,2
0.19387141069844063,2
0.14050196911453683,2
0.04628696064343725,2
0.39089308326220773,2
0.9023398061837741,2
0.06520196176916371,2
0.3043665146713704,2
0.15630277696723133,2
0.8364994516205304,2
0.7242887797382573,2
0.5850099928115345,2
0.5568709271189218,2
0.7449045290671675,2
0.9111940645819913,2
0.5961659488243926,2
0.7243717886255974,2
0.30972653357963204,2
0.7137145428376183,2
0.3782548001913479,2
0.4776405444490221,2
0.24296348884643165,2
0.4494129065130854,2
0.08228867465651377,2
0.09766164413251847,2
0.6581619227074583,2
0.9065866315216133,2
0.6681588496440577,2
0.8333802415700328,2
0.9544669153607004,2
0.9637370660279856,2
0.012888036416515982,2
0.40002730226208716,2
0.9001455664572688,2
0.6953255819867596,2
0.11451946553869698,2
0.7876663097947897,2
0.4822700884644674,2
0.13297571074533082,2
0.7362753955792777,2
0.8185776273799765,2
0.1879524665227921,2
0.30426077067135326,2
0.38744171408451583,2
0.02803835871276494,2
0.3067141274734186,2
0.39375282454516203,2
0.6133967189306041,2
0.2773846370447829,2
0.07118774345075865,2
0.3523524335542838,2
0.13491080500243124,2
0.25961018211165143,2
0.20510610987171451,2
0.9549882126401686,2
0.2519034143815837,2
0.09734528354793788,2
0.4210694091632743,2
0.8229064173160553,2
0.8994030482080292,2
0.44822053245736604,2
0.4224857520616231,2
0.3411274524252662,2
0.10367118968339296,2
0.05975686506639399,2
0.21487518093595676,2
0.7844527376886018,2
0.2266644246799486,2
0.34096100406212926,2
0.11188800059113084,2
0.7061431334326792,2
0.5886777687307407,2
0.20829531153159236,2
0.3165219808007452,2
0.1383716471737352,2
0.851356345923857,2
0.6447119281583791,2
0.8067189001263295,2
0.11091744722424353,2
0.20389030645463335,2
0.24471563760635148,2
0.02535306065006197,2
0.6410014667098658,2
0.24705867768286957,2
0.6630815227898714,2
0.7159314634593239,2
0.8039354545358607,2
0.6662461058113027,2
0.02843335952667304,2
0.5478639938202174,2
0.9353712045854955,2
0.5006802293873602,2
0.8672281794790495,2
0.4921313174409781,2
0.6891590231955231,2
0.1641240522026475,2
0.178268136658368,2
0.22581036923662234,2
0.4837534610568046,2
0.6082252766736599,2
0.152113477610766,2
0.1710990157285549,2
0.8924821357494164,2
0.881318745191443,2
0.2070517801810115,2
0.5824846388513497,2
0.1819205050512448,2
0.013655175255496994,2
0.7265620882684113,2
0.3295090807786626,2
0.7279641459619893,2
0.04617923479969237,2
0.6162925558934921,2
0.7365376286075952,2
0.4398747992364698,2
0.027438653799014605,2
0.08764510019210703,2
0.28813838943798153,2
0.8093131928098091,2
0.38070328597557573,2
0.6849069783524646,2
0.17622832865795698,2
0.7793881314908152,2
0.25518401868684326,2
0.07357301901800366,2
0.26274304997963965,2
0.6797414358309946,2
0.03982387989544161,2
0.5492477449877994,2
0.671550130491148,2
0.20796925164754054,2
0.00042717171544761896,2
0.36793399581463315,2
0.20780464178821312,2
0.1305777175414679,2
0.7989477652419102,2
0.5425660076611417,2
0.42125596208954935,2
0.478559652961672,2
0.5501904285314737,2
0.23666530702122346,2
0.6010868762979494,2
0.9563586927601196,2
0.3874735699598077,2
0.12872381959399593,2
0.7586855326750873,2
0.22276162289538615,2
0.8050956719613656,2
0.30362611536314077,2
0.12504527787705866,2
0.08995665903625552,2
0.2773750136141932,2
0.7395376999942898,2
0.09270239683588313,2
0.8454544422715038,2
0.026082804343013865,2
0.7829344376466968,2
0.6532011491354642,2
0.16330272515223873,2
0.014294242261132722,2
0.7181363781181513,2
0.733859177487806,2
0.277892097296582,2
0.4329155074897153,2
0.597778518319166,2
0.7220668212630871,2
0.3373365336156582,2
0.8840779091885828,2
0.22000911407947918,2
0.025626687621596117,2
0.03584517336478691,2
0.5882241040474926,2
0.4981042561825784,2
0.14117604770015546,2
0.9265295234387239,2
0.1280587543747502,2
0.6429917546935034,2
0.3509813854131013,2
0.09724624705769416,2
0.46103813521993514,2
0.5600997476037409,2
0.6305567174659197,2
0.3887508041817392,2
0.8570111545091772,2
0.24925973258337245,2
0.4815605177466233,2
0.0817301305496057,2
0.40731575103468387,2
0.19157264349849254,2
0.2818768041603835,2
0.14310803477748052,2
0.634151767528486,2
0.6453166354927905,2
0.1918973246211443,2
0.0451963145071775,2
0.14242801165044924,2
0.28322217188937693,2
0.35647624797196026,2
0.4218092324314942,2
0.20950822790853707,2
0.08840303165291703,2
0.7303913418299417,2
0.4453840633446801,2
0.6995457237290352,2
0.6482363432606895,2
0.9012906239319248,2
0.5506753909860299,2
0.2331216758824865,2
0.6421741352769293,2
0.12000504973744285,2
0.1423354910770702,2
0.30759322508487563,2
0.5824496842793117,2
0.03846045739822964,2
0.5823127413838887,2
0.01067223081959112,2
0.3903067713202152,2
0.8032165291053209,2
0.6400736509106203,2
0.17271187629884252,2
0.9092071895293113,2
0.30273839540849645,2
0.8258136038609261,2
0.4026582167936875,2
0.12518871497178136,2
0.033575569099428375,2
0.7536895529437995,2
0.6128061945357192,2
0.6352339117238031,2
0.3759902687129906,2
0.15689605844836718,2
0.39801524805499594,2
0.28692376834553895,2
0.6182925289045181,2
0.5493145666254535,2
0.3010334534641376,2
0.12272146639518074,2
0.03347086765400078,2
0.6655433902872459,2
0.2493814590427414,2
0.19929714379447647,2
0.6659440999627075,2
0.43702957596378716,2
0.7496996421011238,2
0.512913533610889,2
0.19972137755894326,2
0.6449697633567409,2
0.266747464199836,2
0.09116626164687537,2
0.5972332887800846,2
0.45883821355416826,2
0.6247378333166691,2
0.2894044697090205,2
0.30447385989691295,2
0.5988393808724889,2
0.09801345821132125,2
0.1827552364496134,2
0.6280661564496507,2
0.21450685830926952,2
0.5704988200232325,2
0.5647094142681929,2
0.19895365610300658,2
0.8981628339269245,2
0.17824495606834487,2
0.632515157750746,2
0.59424910591828,2
0.40026139267308575,2
0.4553689931568147,2
0.788233885864779,2
0.7564529153761417,2
0.10406834129204537,2
